respondent_id,agency_name,loan_type_name,loan_type,property_type_name,property_type,loan_purpose_name,loan_purpose,owner_occupancy_name,owner_occupancy,loan_amount_000s,action_taken_name,action_taken,applicant_ethnicity_name,applicant_ethnicity,applicant_race_name_1,applicant_race_1,applicant_sex_name,applicant_sex,applicant_income_000s,hud_median_family_income_000s,tract_to_msamd_income,approval_status_name,income_class_name,,Action,Name,Reference
41-1914032,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,196,Loan originated,1,Not Hispanic or Latino,2,American Indian or Alaska Native,1,Male,1,91,89.8,117.550003,,,,,,
01-0726495,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,320,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,111,96,99.9599991,,,,,,
54-1822116,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,132,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,50,48.7,100.290001,,,,,,
7810600004,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,335,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,116,75,125.849998,,,,,,
51-0517525,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,282,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,64,66.2,97.1100006,,,,,,
57-1175755,Department of Housing and Urban Development,FSA/RHS-guaranteed,4,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,154,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,39,77.8,100.75,,,,,,
01-0726495,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,158,Loan originated,1,Not Hispanic or Latino,2,Native Hawaiian or Other Pacific Islander,4,Male,1,50,63.2,156.399994,,,,,,
6443809990,Department of Housing and Urban Development,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,270,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,138,60.4,104.410004,,,,,,
38-2434249,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,297,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,142,79.6,94.6100006,,,,,,
7197000003,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,201,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Male,1,50,64.1,157.289993,,,,,,
26-4599244,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,93,Application approved but not accepted,2,Not Hispanic or Latino,2,Black or African American,3,Male,1,36,91.1,58.6800003,,,,,,
3027509990,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,145,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,123,78.2,112.010002,,,,,,
01-0726495,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,503,Loan originated,1,Hispanic or Latino,1,White,5,Male,1,163,64.3,154.050003,,,,,,
7197000003,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,131,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,41,63.2,60.2599983,,,,,,
35-1616238,Department of Housing and Urban Development,FSA/RHS-guaranteed,4,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,94,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,40,57.3,113.650002,,,,,,
75-2921540,Department of Housing and Urban Development,FHA-insured,2,Manufactured housing,2,Refinancing,3,Owner-occupied as a principal dwelling,1,77,Loan originated,1,Hispanic or Latino,1,White,5,Female,2,,65.1,57.8400002,,,,,,
23-2470039,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,168,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,63,73.4,101.160004,,,,,,
01-0726495,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,250,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,55,66.2,113.480003,,,,,,
471809999,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,180,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,81,54.2,120.529999,,,,,,
75-2921540,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,160,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Female,2,,62.1,139.589996,,,,,,
7197000003,Department of Housing and Urban Development,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,175,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,114,50,64.1399994,,,,,,
47-0873092,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,150,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Male,1,42,53.3,145.039993,,,,,,
7162800002,Department of Housing and Urban Development,Conventional,1,Manufactured housing,2,Home purchase,1,Owner-occupied as a principal dwelling,1,80,Application denied by financial institution,3,Hispanic or Latino,1,White,5,Female,2,27,52.3,69.6800003,,,,,,
43-1965151,Department of Housing and Urban Development,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,176,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,65,80,84.9199982,,,,,,
13-6131491,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,297,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,94,67.7,139.669998,,,,,,
22-3887207,Department of Housing and Urban Development,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,224,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,51,84,94.4599991,,,,,,
83-0171636,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,219,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,498,61.9,138.460007,,,,,,
36-4327855,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,265,Loan originated,1,Hispanic or Latino,1,White,5,Male,1,190,77.5,188.899994,,,,,,
46-3689142,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,95,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,55,67.7,43.9900017,,,,,,
7197000003,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,143,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,94,67.5,92.4000015,,,,,,
75-2921540,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,184,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,59,107.6,37.6599998,,,,,,
75-2921540,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Not owner-occupied as a principal dwelling,2,55,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Male,1,,73.6,82.7799988,,,,,,
7197000003,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,313,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,67,79.6,153.580002,,,,,,
62-1859487,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,600,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,211,83.9,78.9400024,,,,,,
7162800002,Department of Housing and Urban Development,Conventional,1,Manufactured housing,2,Home purchase,1,Owner-occupied as a principal dwelling,1,116,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Male,1,82,79.3,146.699997,,,,,,
46-2749358,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,106,Application denied by financial institution,3,Not Hispanic or Latino,2,Black or African American,3,Male,1,50,62,51.3699989,,,,,,
76-0236067,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,151,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,131,64.1,121.040001,,,,,,
7505400005,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,424,Loan originated,1,Not Hispanic or Latino,2,Asian,2,Male,1,134,61.1,96.3600006,,,,,,
20-2408098,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,155,Application approved but not accepted,2,Not Hispanic or Latino,2,White,5,Male,1,57,77.5,35.4500008,,,,,,
33-0975529,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,352,Loan originated,1,Hispanic or Latino,1,White,5,Male,1,99,51.8,134.990005,,,,,,
62-0997810,Department of Housing and Urban Development,Conventional,1,Manufactured housing,2,Home purchase,1,Owner-occupied as a principal dwelling,1,56,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Female,2,47,69.2,106.970001,,,,,,
7992700007,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,495,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,124,80.4,145.759995,,,,,,
62-1532940,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,287,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,253,59.8,148.259995,,,,,,
26-4599244,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,86,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Female,2,36,53.8,79.5800018,,,,,,
7162800002,Department of Housing and Urban Development,Conventional,1,Manufactured housing,2,Home purchase,1,Owner-occupied as a principal dwelling,1,32,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Female,2,21,71.6,104.110001,,,,,,
56-2007637,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,200,Loan originated,1,Not Hispanic or Latino,2,Asian,2,Male,1,110,80.2,146.690002,,,,,,
76-0503625,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,167,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,36,66.2,109.949997,,,,,,
47-0912342,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,414,Loan originated,1,Hispanic or Latino,1,White,5,Female,2,113,79.3,89.2099991,,,,,,
75-2674544,Department of Housing and Urban Development,FSA/RHS-guaranteed,4,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,135,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,62,63.3,112.82,,,,,,
06-1484285,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,214,Loan originated,1,Hispanic or Latino,1,White,5,Male,1,53,58.4,66.0999985,,,,,,
7197000003,Department of Housing and Urban Development,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,76,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,35,62,68.6200027,,,,,,
26-0595342,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,172,Application denied by financial institution,3,Hispanic or Latino,1,White,5,Female,2,64,75.2,84.0500031,,,,,,
65-0782023,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,417,Loan originated,1,Hispanic or Latino,1,White,5,Male,1,162,64.1,244.029999,,,,,,
7197000003,Department of Housing and Urban Development,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,103,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,35,49.3,151.419998,,,,,,
7197000003,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,47,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Male,1,85,49.3,92.5999985,,,,,,
36-4327855,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,131,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,52,89.8,232.570007,,,,,,
86-0634557,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,300,Application approved but not accepted,2,Not Hispanic or Latino,2,White,5,Male,1,81,80.4,127.379997,,,,,,
26-0360466,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,146,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,43,66.3,86.1699982,,,,,,
7516800003,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,273,Loan originated,1,Not Hispanic or Latino,2,Black or African American,3,Male,1,,72.5,129.330002,,,,,,
27-0349391,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,424,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,347,64.3,202.190002,,,,,,
02-0486480,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,135,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,46,77.8,104.709999,,,,,,
38-3434023,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,225,Loan originated,1,Hispanic or Latino,1,White,5,Male,1,62,53.7,119.739998,,,,,,
7162800002,Department of Housing and Urban Development,Conventional,1,Manufactured housing,2,Home purchase,1,Owner-occupied as a principal dwelling,1,60,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,40,78.2,120.860001,,,,,,
68-0309242,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,275,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,174,67.5,111.82,,,,,,
13-6131491,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,381,Loan originated,1,Hispanic or Latino,1,White,5,Male,1,128,64.3,177.960007,,,,,,
36-4327855,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,143,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,63,77.5,90.0100021,,,,,,
23-2769131,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,209,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Male,1,82,61.1,123.190002,,,,,,
7257500009,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,138,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,113,65.9,145.130005,,,,,,
35-1985128,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,71,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,38,57.3,96.2799988,,,,,,
52-2091594,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,60,Loan originated,1,Not Hispanic or Latino,2,Asian,2,Male,1,44,69.2,159.559998,,,,,,
26-0595342,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,15,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,43,64.3,72.9199982,,,,,,
7056000000,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,447,Loan originated,1,Not Hispanic or Latino,2,Native Hawaiian or Other Pacific Islander,4,Female,2,80,75.2,125.900002,,,,,,
13-6131491,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,154,Loan originated,1,Hispanic or Latino,1,White,5,Male,1,41,58.4,105.860001,,,,,,
36-3987946,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,392,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,179,77.5,116.040001,,,,,,
20-5216358,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,406,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,89,107.6,88.4100037,,,,,,
1635900004,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,407,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,112,73.7,143.229996,,,,,,
38-2750395,Department of Housing and Urban Development,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,129,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,25,65.1,125.580002,,,,,,
38-2750395,Department of Housing and Urban Development,FSA/RHS-guaranteed,4,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,100,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,63,61.4,127.110001,,,,,,
95-3821253,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,14,Loan originated,1,Hispanic or Latino,1,White,5,Female,2,84,79.3,49.4000015,,,,,,
23-2769131,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,520,Loan originated,1,Not Hispanic or Latino,2,American Indian or Alaska Native,1,Female,2,154,97.4,99.3700027,,,,,,
23-2470039,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,582,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,193,79.3,199.820007,,,,,,
7056000000,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,319,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,192,74.7,81.9499969,,,,,,
7197000003,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,87,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,79,57.6,70.3099976,,,,,,
20-1832276,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,25,Application denied by financial institution,3,Not Hispanic or Latino,2,Black or African American,3,Female,2,17,72.5,98.6600037,,,,,,
26-2261031,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,204,Application approved but not accepted,2,Not Hispanic or Latino,2,White,5,Female,2,,56.8,86.6800003,,,,,,
7257500009,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,221,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,105,62.9,174.860001,,,,,,
75-2695327,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,164,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,51,59.8,110.489998,,,,,,
20-8549934,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,119,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,91,64.5,126.050003,,,,,,
43-0889809,Department of Housing and Urban Development,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,272,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,55,74.3,138.289993,,,,,,
42-1739728,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,422,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,162,66.2,120.720001,,,,,,
7505400005,Department of Housing and Urban Development,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,603,Application denied by financial institution,3,Not Hispanic or Latino,2,American Indian or Alaska Native,1,Male,1,142,97.4,102.230003,,,,,,
7257500009,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,225,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,124,74.7,153.779999,,,,,,
01-0759540,Department of Housing and Urban Development,FHA-insured,2,Manufactured housing,2,Home purchase,1,Owner-occupied as a principal dwelling,1,59,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,21,70.9,59.2200012,,,,,,
1252000009,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,188,Application approved but not accepted,2,Not Hispanic or Latino,2,White,5,Male,1,65,59.8,77.7900009,,,,,,
37-1542226,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,168,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Male,1,81,74.5,98.4199982,,,,,,
22-3887207,Department of Housing and Urban Development,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,77,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Male,1,22,84,136.300003,,,,,,
77-0556943,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,344,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,86,83.9,113.290001,,,,,,
46-3525878,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,93,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,82,67.9,94.0899963,,,,,,
68-0151632,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Not owner-occupied as a principal dwelling,2,97,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Male,1,56,89.8,112.879997,,,,,,
7505400005,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Not owner-occupied as a principal dwelling,2,280,Loan originated,1,Not Hispanic or Latino,2,Asian,2,Male,1,160,73.4,226.179993,,,,,,
26-2261031,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,116,Application approved but not accepted,2,Not Hispanic or Latino,2,White,5,Male,1,48,48.7,114.690002,,,,,,
73-1577221,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,255,Loan originated,1,Hispanic or Latino,1,White,5,Male,1,125,72.5,175.169998,,,,,,
22-3887207,Department of Housing and Urban Development,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,196,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Male,1,40,61.6,86.5100021,,,,,,
26-4599244,Department of Housing and Urban Development,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,165,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,58,75,133.550003,,,,,,
01-0464609,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,177,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,94,55.9,119.529999,,,,,,
7635500004,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,404,Loan originated,1,Not Hispanic or Latino,2,Black or African American,3,Female,2,220,69.2,104.669998,,,,,,
76-0503625,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,177,Loan originated,1,Not Hispanic or Latino,2,American Indian or Alaska Native,1,Female,2,129,56.8,128.229996,,,,,,
7442300004,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,272,Loan originated,1,Not Hispanic or Latino,2,Black or African American,3,Female,2,97,107.6,50.2999992,,,,,,
76-0503625,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,218,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,88,73.4,48.2200012,,,,,,
